Character,Body,Tires,Glider,"Speed","Speed (Water)","Speed (Air)","Speed (Anti-Gravity)","Acceleration","Weight","Handling","Handling (Water)","Handling (Air)","Handling (Anti-Gravity)","Traction","Mini-Turbo","Invincibility"
Baby Peach/Baby Daisy,Landship,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,3,2.5,1.75,4.75,1.5,5.25,5.5,5.25,4.5,4.75,5,4
Baby Peach/Baby Daisy,Landship,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,2.25,3.25,2.75,1.5,4.5,1.5,5.25,5.25,5,4.75,5,4.75,4.25
Baby Peach/Baby Daisy,Landship,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,3,2.75,1.75,4.5,1.75,5.25,5.5,5,4.5,4.75,4.75,4.25
Baby Peach/Baby Daisy,Landship,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,3.25,2.5,1.75,4.75,1.25,5.25,5.25,5.25,4.75,5,5,3.75
Baby Peach/Baby Daisy,Landship,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,3,2.5,1.75,4.75,1.5,5.25,5.5,5.25,4.5,4.75,5,3.75
Baby Peach/Baby Daisy,Landship,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,2.25,3.25,2.75,1.5,4.5,1.5,5.25,5.25,5,4.75,5,4.75,4
Baby Peach/Baby Daisy,Landship,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,3,2.75,1.75,4.5,1.75,5.25,5.5,5,4.5,4.75,4.75,4
Baby Peach/Baby Daisy,Landship,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3,2.25,2.25,4.25,1.25,5.5,5.5,5.5,4.75,4,4.75,4
Baby Peach/Baby Daisy,Landship,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.75,2.25,2.25,4.25,1.5,5.5,5.75,5.5,4.5,3.75,4.75,4
Baby Peach/Baby Daisy,Landship,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,2.5,3,2.5,2,4,1.5,5.5,5.5,5.25,4.75,4,4.5,4.25
Baby Peach/Baby Daisy,Landship,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.75,2.5,2.25,4,1.75,5.5,5.75,5.25,4.5,3.75,4.5,4.25
Baby Peach/Baby Daisy,Landship,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3,2,1.75,4.25,1.75,4.5,4.75,4.75,4,5.5,4.75,4.25
Baby Peach/Baby Daisy,Landship,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.75,2,1.75,4.25,2,4.5,5,4.75,3.75,5.25,4.75,4.25
Baby Peach/Baby Daisy,Landship,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,2.5,3,2.25,1.5,4,2,4.5,4.75,4.5,4,5.5,4.5,4.5
Baby Peach/Baby Daisy,Landship,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.75,2.25,1.75,4,2.25,4.5,5,4.5,3.75,5.25,4.5,4.5
Baby Peach/Baby Daisy,Landship,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3,2,1.75,4.25,1.75,4.5,4.75,4.75,4,5.5,4.75,4
Baby Peach/Baby Daisy,Landship,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.75,2,1.75,4.25,2,4.5,5,4.75,3.75,5.25,4.75,4
Baby Peach/Baby Daisy,Landship,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,2.5,3,2.25,1.5,4,2,4.5,4.75,4.5,4,5.5,4.5,4.25
Baby Peach/Baby Daisy,Landship,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.75,2.25,1.75,4,2.25,4.5,5,4.5,3.75,5.25,4.5,4.25
Baby Peach/Baby Daisy,Landship,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3.5,2,1.75,4.5,1.5,4.75,4.75,5,4.5,5.25,4.75,4.25
Baby Peach/Baby Daisy,Landship,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,3.25,2,1.75,4.5,1.75,4.75,5,5,4.25,5,4.75,4.25
Baby Peach/Baby Daisy,Landship,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,2.5,3.5,2.25,1.5,4.25,1.75,4.75,4.75,4.75,4.5,5.25,4.5,4.5
Baby Peach/Baby Daisy,Landship,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,3.25,2.25,1.75,4.25,2,4.75,5,4.75,4.25,5,4.5,4.5
Baby Peach/Baby Daisy,Landship,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3.5,2,1.75,4.5,1.5,4.75,4.75,5,4.5,5.25,4.75,4
Baby Peach/Baby Daisy,Landship,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,3.25,2,1.75,4.5,1.75,4.75,5,5,4.25,5,4.75,4
Baby Peach/Baby Daisy,Landship,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,2.5,3.5,2.25,1.5,4.25,1.75,4.75,4.75,4.75,4.5,5.25,4.5,4.25
Baby Peach/Baby Daisy,Landship,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,3.25,2.25,1.75,4.25,2,4.75,5,4.75,4.25,5,4.5,4.25
Baby Peach/Baby Daisy,Landship,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,3.25,2.25,1.5,3.75,1.75,5,5,4.5,4.25,4.25,4.5,4.25
Baby Peach/Baby Daisy,Landship,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,3,2.25,1.5,3.75,2,5,5.25,4.5,4,4,4.5,4.25
Baby Peach/Baby Daisy,Landship,Metal,Super Glider/Waddle Wing/Hylian Kite,2.75,3.25,2.5,1.25,3.5,2,5,5,4.25,4.25,4.25,4.25,4.5
Baby Peach/Baby Daisy,Landship,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,3,2.5,1.5,3.5,2.25,5,5.25,4.25,4,4,4.25,4.5
Baby Peach/Baby Daisy,Landship,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,3.25,2.25,1.5,3.75,1.75,5,5,4.5,4.25,4.25,4.5,4
Baby Peach/Baby Daisy,Landship,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,3,2.25,1.5,3.75,2,5,5.25,4.5,4,4,4.5,4
Baby Peach/Baby Daisy,Landship,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,2.75,3.25,2.5,1.25,3.5,2,5,5,4.25,4.25,4.25,4.25,4.25
Baby Peach/Baby Daisy,Landship,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,3,2.5,1.5,3.5,2.25,5,5.25,4.25,4,4,4.25,4.25
Baby Peach/Baby Daisy,Landship,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.5,1.75,2.25,4,1.5,5,4.5,4.75,4.5,3.75,4.5,4
Baby Peach/Baby Daisy,Landship,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.25,1.75,2.25,4,1.75,5,4.75,4.75,4.25,3.5,4.5,4
Baby Peach/Baby Daisy,Landship,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,2.75,2.5,2,2,3.75,1.75,5,4.5,4.5,4.5,3.75,4.25,4.25
Baby Peach/Baby Daisy,Landship,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.25,2,2.25,3.75,2,5,4.75,4.5,4.25,3.5,4.25,4.25
Baby Peach/Baby Daisy,Pipe Frame,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.5,2.75,2.25,1.5,5.25,1,5.75,5.25,5.25,5.5,4.25,5.5,3
Baby Peach/Baby Daisy,Pipe Frame,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.5,2.5,2.25,1.5,5.25,1.25,5.75,5.5,5.25,5.25,4,5.5,3
Baby Peach/Baby Daisy,Pipe Frame,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,1.75,2.75,2.5,1.25,5,1.25,5.75,5.25,5,5.5,4.25,5.25,3.25
Baby Peach/Baby Daisy,Pipe Frame,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,1.75,2.5,2.5,1.5,5,1.5,5.75,5.5,5,5.25,4,5.25,3.25
Baby Peach/Baby Daisy,Pipe Frame,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.75,2.5,2,2,5,1,5.5,5,4.75,5.5,4,5.25,3.75
Baby Peach/Baby Daisy,Pipe Frame,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.75,2.25,2,2,5,1.25,5.5,5.25,4.75,5.25,3.75,5.25,3.75
Baby Peach/Baby Daisy,Pipe Frame,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,2,2.5,2.25,1.75,4.75,1.25,5.5,5,4.5,5.5,4,5,4
Baby Peach/Baby Daisy,Pipe Frame,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,2,2.25,2.25,2,4.75,1.5,5.5,5.25,4.5,5.25,3.75,5,4
Baby Peach/Baby Daisy,Pipe Frame,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.75,2.25,2.5,1.75,4.75,1.25,5.25,4.5,5,5,4.75,5.25,4.5
Baby Peach/Baby Daisy,Pipe Frame,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.75,2,2.5,1.75,4.75,1.5,5.25,4.75,5,4.75,4.5,5.25,4.5
Baby Peach/Baby Daisy,Pipe Frame,Cushion,Super Glider/Waddle Wing/Hylian Kite,2,2.25,2.75,1.5,4.5,1.5,5.25,4.5,4.75,5,4.75,5,4.75
Baby Peach/Baby Daisy,Pipe Frame,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,2,2,2.75,1.75,4.5,1.75,5.25,4.75,4.75,4.75,4.5,5,4.75
Baby Peach/Baby Daisy,Pipe Frame,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.75,2.25,2.5,1.75,4.75,1.25,5.25,4.5,5,5,4.75,5.25,4
Baby Peach/Baby Daisy,Pipe Frame,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.75,2,2.5,1.75,4.75,1.5,5.25,4.75,5,4.75,4.5,5.25,4
Baby Peach/Baby Daisy,Pipe Frame,Sponge,Super Glider/Waddle Wing/Hylian Kite,2,2.25,2.75,1.5,4.5,1.5,5.25,4.5,4.75,5,4.75,5,4.25
Baby Peach/Baby Daisy,Pipe Frame,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,2,2,2.75,1.75,4.5,1.75,5.25,4.75,4.75,4.75,4.5,5,4.25
Baby Peach/Baby Daisy,Pipe Frame,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,2.75,2.25,2,4.75,1.5,5.5,5,5,5.25,4.5,5,4.25
Baby Peach/Baby Daisy,Pipe Frame,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,2.5,2.25,2,4.75,1.75,5.5,5.25,5,5,4.25,5,4.25
Baby Peach/Baby Daisy,Pipe Frame,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,2.25,2.75,2.5,1.75,4.5,1.75,5.5,5,4.75,5.25,4.5,4.75,4.5
Baby Peach/Baby Daisy,Pipe Frame,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.5,2.5,2,4.5,2,5.5,5.25,4.75,5,4.25,4.75,4.5
Baby Peach/Baby Daisy,Pipe Frame,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,2.75,2.25,2,4.75,1.5,5.5,5,5,5.25,4.5,5,4
Baby Peach/Baby Daisy,Pipe Frame,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,2.5,2.25,2,4.75,1.75,5.5,5.25,5,5,4.25,5,4
Baby Peach/Baby Daisy,Pipe Frame,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,2.25,2.75,2.5,1.75,4.5,1.75,5.5,5,4.75,5.25,4.5,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.5,2.5,2,4.5,2,5.5,5.25,4.75,5,4.25,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,2,2.5,4.25,1.5,5.75,5.25,5.25,5.25,3.5,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,2,2.5,4.25,1.75,5.75,5.5,5.25,5,3.25,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2.25,2.25,4,1.75,5.75,5.25,5,5.25,3.5,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2.25,2.5,4,2,5.75,5.5,5,5,3.25,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,1.75,2,4.25,2,4.75,4.5,4.5,4.5,5,4.75,4.5
Baby Peach/Baby Daisy,Pipe Frame,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,1.75,2,4.25,2.25,4.75,4.75,4.5,4.25,4.75,4.75,4.5
Baby Peach/Baby Daisy,Pipe Frame,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2,1.75,4,2.25,4.75,4.5,4.25,4.5,5,4.5,4.75
Baby Peach/Baby Daisy,Pipe Frame,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2,2,4,2.5,4.75,4.75,4.25,4.25,4.75,4.5,4.75
Baby Peach/Baby Daisy,Pipe Frame,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,1.75,2,4.25,2,4.75,4.5,4.5,4.5,5,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,1.75,2,4.25,2.25,4.75,4.75,4.5,4.25,4.75,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2,1.75,4,2.25,4.75,4.5,4.25,4.5,5,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2,2,4,2.5,4.75,4.75,4.25,4.25,4.75,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Off-Road/Retro Off-Road,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3,1.75,2,4.5,1.75,5,4.5,4.75,5,4.75,4.75,4.5
Baby Peach/Baby Daisy,Pipe Frame,Off-Road/Retro Off-Road,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.75,1.75,2,4.5,2,5,4.75,4.75,4.75,4.5,4.75,4.5
Baby Peach/Baby Daisy,Pipe Frame,Off-Road/Retro Off-Road,Super Glider/Waddle Wing/Hylian Kite,2.5,3,2,1.75,4.25,2,5,4.5,4.5,5,4.75,4.5,4.75
Baby Peach/Baby Daisy,Pipe Frame,Off-Road/Retro Off-Road,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.75,2,2,4.25,2.25,5,4.75,4.5,4.75,4.5,4.5,4.75
Baby Peach/Baby Daisy,Pipe Frame,Triforce Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,3,1.75,2,4.5,1.75,5,4.5,4.75,5,4.75,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Triforce Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.75,1.75,2,4.5,2,5,4.75,4.75,4.75,4.5,4.75,4.25
Baby Peach/Baby Daisy,Pipe Frame,Triforce Tires,Super Glider/Waddle Wing/Hylian Kite,2.5,3,2,1.75,4.25,2,5,4.5,4.5,5,4.75,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Triforce Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.75,2,2,4.25,2.25,5,4.75,4.5,4.75,4.5,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Metal,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.75,2,1.75,3.75,2,5.25,4.75,4.25,4.75,3.75,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Metal,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.5,2,1.75,3.75,2.25,5.25,5,4.25,4.5,3.5,4.5,4.5
Baby Peach/Baby Daisy,Pipe Frame,Metal,Super Glider/Waddle Wing/Hylian Kite,2.75,2.75,2.25,1.5,3.5,2.25,5.25,4.75,4,4.75,3.75,4.25,4.75
Baby Peach/Baby Daisy,Pipe Frame,Metal,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.5,2.25,1.75,3.5,2.5,5.25,5,4,4.5,3.5,4.25,4.75
Baby Peach/Baby Daisy,Pipe Frame,Gold Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2.75,2,1.75,3.75,2,5.25,4.75,4.25,4.75,3.75,4.5,4.25
Baby Peach/Baby Daisy,Pipe Frame,Gold Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,2.5,2,1.75,3.75,2.25,5.25,5,4.25,4.5,3.5,4.5,4.25
Baby Peach/Baby Daisy,Pipe Frame,Gold Tires,Super Glider/Waddle Wing/Hylian Kite,2.75,2.75,2.25,1.5,3.5,2.25,5.25,4.75,4,4.75,3.75,4.25,4.5
Baby Peach/Baby Daisy,Pipe Frame,Gold Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,2.5,2.25,1.75,3.5,2.5,5.25,5,4,4.5,3.5,4.25,4.5
Baby Peach/Baby Daisy,Pipe Frame,Slick/Cyber Slick,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.5,2,1.5,2.5,4,1.75,5.25,4.25,4.5,5,3.25,4.5,4.25
Baby Peach/Baby Daisy,Pipe Frame,Slick/Cyber Slick,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.5,1.75,1.5,2.5,4,2,5.25,4.5,4.5,4.75,3,4.5,4.25
Baby Peach/Baby Daisy,Pipe Frame,Slick/Cyber Slick,Super Glider/Waddle Wing/Hylian Kite,2.75,2,1.75,2.25,3.75,2,5.25,4.25,4.25,5,3.25,4.25,4.5
Baby Peach/Baby Daisy,Pipe Frame,Slick/Cyber Slick,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.75,1.75,1.75,2.5,3.75,2.25,5.25,4.5,4.25,4.75,3,4.25,4.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Roller/Azure Roller,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.5,2.75,2.25,1.5,5.25,1,5.75,5.25,5.25,5.5,4.25,5.5,2.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Roller/Azure Roller,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.5,2.5,2.25,1.5,5.25,1.25,5.75,5.5,5.25,5.25,4,5.5,2.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Roller/Azure Roller,Super Glider/Waddle Wing/Hylian Kite,1.75,2.75,2.5,1.25,5,1.25,5.75,5.25,5,5.5,4.25,5.25,3
Baby Peach/Baby Daisy,Varmint/City Tripper,Roller/Azure Roller,Wario Wing/Plane Glider/Gold Glider/Paraglider,1.75,2.5,2.5,1.5,5,1.5,5.75,5.5,5,5.25,4,5.25,3
Baby Peach/Baby Daisy,Varmint/City Tripper,Leaf Tires/Button,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.75,2.5,2,2,5,1,5.5,5,4.75,5.5,4,5.25,3.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Leaf Tires/Button,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.75,2.25,2,2,5,1.25,5.5,5.25,4.75,5.25,3.75,5.25,3.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Leaf Tires/Button,Super Glider/Waddle Wing/Hylian Kite,2,2.5,2.25,1.75,4.75,1.25,5.5,5,4.5,5.5,4,5,3.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Leaf Tires/Button,Wario Wing/Plane Glider/Gold Glider/Paraglider,2,2.25,2.25,2,4.75,1.5,5.5,5.25,4.5,5.25,3.75,5,3.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Cushion,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.75,2.25,2.5,1.75,4.75,1.25,5.25,4.5,5,5,4.75,5.25,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Cushion,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.75,2,2.5,1.75,4.75,1.5,5.25,4.75,5,4.75,4.5,5.25,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Cushion,Super Glider/Waddle Wing/Hylian Kite,2,2.25,2.75,1.5,4.5,1.5,5.25,4.5,4.75,5,4.75,5,4.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Cushion,Wario Wing/Plane Glider/Gold Glider/Paraglider,2,2,2.75,1.75,4.5,1.75,5.25,4.75,4.75,4.75,4.5,5,4.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Sponge,Cloud Glider/Parachute/Flower Glider/Paper Glider,1.75,2.25,2.5,1.75,4.75,1.25,5.25,4.5,5,5,4.75,5.25,3.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Sponge,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,1.75,2,2.5,1.75,4.75,1.5,5.25,4.75,5,4.75,4.5,5.25,3.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Sponge,Super Glider/Waddle Wing/Hylian Kite,2,2.25,2.75,1.5,4.5,1.5,5.25,4.5,4.75,5,4.75,5,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Sponge,Wario Wing/Plane Glider/Gold Glider/Paraglider,2,2,2.75,1.75,4.5,1.75,5.25,4.75,4.75,4.75,4.5,5,4
Baby Peach/Baby Daisy,Varmint/City Tripper,GLA Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,2.75,2.25,2,4.75,1.5,5.5,5,5,5.25,4.5,5,4
Baby Peach/Baby Daisy,Varmint/City Tripper,GLA Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,2.5,2.25,2,4.75,1.75,5.5,5.25,5,5,4.25,5,4
Baby Peach/Baby Daisy,Varmint/City Tripper,GLA Tires,Super Glider/Waddle Wing/Hylian Kite,2.25,2.75,2.5,1.75,4.5,1.75,5.5,5,4.75,5.25,4.5,4.75,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,GLA Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.5,2.5,2,4.5,2,5.5,5.25,4.75,5,4.25,4.75,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Standard/Blue Standard,Cloud Glider/Parachute/Flower Glider/Paper Glider,2,2.75,2.25,2,4.75,1.5,5.5,5,5,5.25,4.5,5,3.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Standard/Blue Standard,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2,2.5,2.25,2,4.75,1.75,5.5,5.25,5,5,4.25,5,3.75
Baby Peach/Baby Daisy,Varmint/City Tripper,Standard/Blue Standard,Super Glider/Waddle Wing/Hylian Kite,2.25,2.75,2.5,1.75,4.5,1.75,5.5,5,4.75,5.25,4.5,4.75,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Standard/Blue Standard,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.25,2.5,2.5,2,4.5,2,5.5,5.25,4.75,5,4.25,4.75,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Slim/Wood/Crimson Slim,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,2,2.5,4.25,1.5,5.75,5.25,5.25,5.25,3.5,4.75,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Slim/Wood/Crimson Slim,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,2,2.5,4.25,1.75,5.75,5.5,5.25,5,3.25,4.75,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Slim/Wood/Crimson Slim,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2.25,2.25,4,1.75,5.75,5.25,5,5.25,3.5,4.5,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Slim/Wood/Crimson Slim,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2.25,2.5,4,2,5.75,5.5,5,5,3.25,4.5,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Monster/Hot Monster,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,1.75,2,4.25,2,4.75,4.5,4.5,4.5,5,4.75,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Monster/Hot Monster,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,1.75,2,4.25,2.25,4.75,4.75,4.5,4.25,4.75,4.75,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Monster/Hot Monster,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2,1.75,4,2.25,4.75,4.5,4.25,4.5,5,4.5,4.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Monster/Hot Monster,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2,2,4,2.5,4.75,4.75,4.25,4.25,4.75,4.5,4.5
Baby Peach/Baby Daisy,Varmint/City Tripper,Ancient Tires,Cloud Glider/Parachute/Flower Glider/Paper Glider,2.25,2.5,1.75,2,4.25,2,4.75,4.5,4.5,4.5,5,4.75,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Ancient Tires,Peach Parasol/Parafoil/Bowser Kite/MKTV Parafoil,2.25,2.25,1.75,2,4.25,2.25,4.75,4.75,4.5,4.25,4.75,4.75,4
Baby Peach/Baby Daisy,Varmint/City Tripper,Ancient Tires,Super Glider/Waddle Wing/Hylian Kite,2.5,2.5,2,1.75,4,2.25,4.75,4.5,4.25,4.5,5,4.5,4.25
Baby Peach/Baby Daisy,Varmint/City Tripper,Ancient Tires,Wario Wing/Plane Glider/Gold Glider/Paraglider,2.5,2.25,2,2,4,2.5,4.75,4.75,4.25,4.25,4.75,4.5,4.25
